hour,day_of_week,is_weekend,is_night,amount,merchant_category,online_order,foreign_transaction,high_risk_country,distance_from_home_km,distance_from_last_txn_km,customer_age,account_age_days,avg_spend_30d,num_txns_last_24h,transaction_velocity,used_chip,used_pin,repeat_retailer,declined_attempts_before,amount_vs_avg_ratio,Class
7,5,1,0,18.56,6,0,0,0,18.02,2.99,23,4557,28.14,7,1.09,1,1,0,0,0.73,0
23,5,0,1,36.7,4,0,0,0,26.79,7.4,22,2506,42.95,1,0.59,1,1,1,0,0.6197,0
7,1,1,0,502.63,3,1,0,0,9.4,0.57,57,822,118.84,6,1.91,1,1,0,1,1.2994,0
5,1,1,0,71.18,5,0,0,0,56.68,4.32,62,1233,71.2,4,0.85,1,1,1,0,1.2845,0
4,5,0,1,12.93,2,0,0,0,22.32,10.49,34,1039,33.88,5,0.57,1,1,1,1,0.7277,0
6,5,1,0,6.93,0,0,0,0,17.35,4.86,24,710,57.12,4,2.47,1,0,0,1,0.6216,0
9,1,0,0,11.02,5,0,1,0,16.75,1.35,71,4392,63.9,3,0.48,1,0,0,1,1.441,0
20,6,1,0,233.46,9,0,0,0,26.49,0.01,73,4787,21.17,7,2.11,1,1,0,1,0.7558,0
5,0,1,0,280.73,0,0,0,0,36.53,14.32,18,2546,69.41,1,0.6,1,1,1,1,0.091,0
15,0,0,0,114.93,6,1,0,0,44.27,5.5,62,2741,95.03,4,1.14,1,0,1,0,0.6073,0
20,0,1,0,15.91,4,0,0,0,9.5,18.26,33,3744,103.79,6,2.3,1,1,0,0,0.959,0
5,0,0,0,46.67,4,1,0,0,25.91,14.13,58,3808,100.7,7,2.73,0,0,0,0,0.3024,0
6,0,1,0,34.18,1,1,0,0,21.73,17.14,34,4963,41.24,7,1.13,0,1,0,1,1.3152,0
7,0,1,0,35.58,1,0,0,0,6.17,10.0,62,1055,10.0,5,1.0,1,1,1,0,0.7164,0
5,1,1,0,5.79,7,0,0,0,16.42,10.93,18,3551,43.78,3,3.08,1,1,0,0,0.9627,0
7,0,1,0,12.84,1,0,0,0,12.41,10.25,37,4050,30.08,1,2.42,1,1,0,0,1.1757,0
2,5,0,0,17.85,4,0,1,0,26.36,1.62,40,2630,128.95,3,2.11,1,1,1,1,1.1858,0
15,3,0,0,2.23,4,0,0,0,11.27,19.41,42,2647,59.71,6,3.51,1,1,1,0,0.7952,0
21,3,1,0,104.71,7,0,1,0,18.27,1.6,24,568,90.16,3,2.06,0,1,1,0,1.448,0
8,2,0,0,622.94,3,1,0,0,193.1,148.38,46,118,59.19,9,3.47,0,0,0,4,4.5042,1
0,4,0,0,22.17,5,0,0,0,22.0,10.29,68,3890,56.2,7,3.07,0,1,1,1,1.0737,0
10,6,1,0,31.31,5,0,0,0,9.64,6.64,20,2544,124.51,7,1.38,1,0,1,1,1.4194,0
19,6,0,0,16.77,0,0,0,0,44.39,12.78,50,3297,46.47,1,1.75,0,1,1,1,1.1064,0
3,3,0,1,165.23,6,0,0,0,9.42,18.37,24,4827,50.67,4,0.16,0,1,1,1,1.0665,0
4,4,1,1,69.05,9,1,0,0,47.02,3.04,72,4633,39.58,7,0.53,1,1,1,0,0.9859,0
4,3,0,0,58.89,4,0,0,0,10.89,6.75,22,4791,66.79,4,1.49,1,0,1,0,0.7068,0
20,6,0,0,96.17,1,0,0,0,2.93,1.53,28,2598,24.11,1,2.31,1,0,1,0,1.3225,0
0,3,1,0,16.25,5,0,0,0,9.75,3.87,52,4828,41.12,5,3.29,1,1,1,1,0.83,0
2,6,1,0,12.28,6,1,1,0,33.49,7.57,34,3383,69.44,0,0.88,1,1,1,0,1.2544,0
9,4,1,0,20.45,4,0,0,1,35.66,3.43,53,4460,73.93,3,3.53,1,1,1,0,1.1495,0
20,1,1,0,8.86,9,0,0,0,10.7,7.85,71,4259,28.56,0,2.42,1,1,1,1,1.3258,0
14,2,0,0,104.96,0,0,0,0,0.55,2.94,35,3837,66.07,5,2.06,1,1,1,1,0.6989,0
7,3,1,0,28.48,6,0,0,0,20.19,3.11,42,1388,38.47,1,2.81,1,1,1,1,1.3025,0
23,3,0,0,53.19,6,0,0,0,8.9,9.34,28,1369,71.36,5,1.93,1,0,1,1,1.1297,0
23,1,1,0,17.4,1,0,0,0,7.12,3.0,31,3838,40.16,1,2.85,0,1,1,1,1.0194,0
17,1,1,0,16.8,7,0,0,0,35.74,2.71,36,3821,98.31,7,1.96,1,1,0,1,1.0593,0
8,5,0,0,54.62,6,0,0,0,4.09,0.79,70,2219,86.37,5,3.41,1,1,1,0,0.9214,0
20,1,0,0,116.98,0,0,0,0,38.14,1.54,19,1771,34.73,0,1.56,1,1,1,0,1.1624,0
2,6,1,1,16.57,3,0,0,0,12.79,11.31,70,415,51.27,1,2.19,1,1,1,0,0.8205,0
20,6,0,1,5.03,7,0,0,0,36.67,0.14,22,165,36.88,7,2.42,1,0,1,0,0.9076,0
9,2,1,0,50.2,5,0,0,0,14.21,5.82,65,4225,111.68,4,2.84,1,1,1,1,1.3404,0
2,6,0,1,57.66,0,0,0,0,19.61,11.49,53,4932,50.42,2,4.13,1,1,1,0,0.7261,0
5,1,1,0,18.53,4,0,0,0,40.39,13.78,34,2611,253.23,2,0.98,1,0,1,1,0.6803,0
16,4,1,0,83.57,9,0,0,0,23.14,19.47,26,543,91.76,3,2.21,1,1,0,0,1.9344,0
3,4,0,0,4.13,5,0,0,0,3.46,10.16,22,360,89.52,3,3.91,1,0,1,0,1.346,0
14,2,0,0,4.0,2,0,0,0,6.83,5.75,61,145,16.07,7,1.85,1,1,0,1,1.4366,0
17,3,1,0,12.07,9,0,0,0,3.36,10.14,27,901,250.2,3,1.9,0,1,1,0,0.8263,0
18,2,1,1,78.24,7,0,0,0,43.31,10.36,71,2744,12.81,7,1.32,1,1,1,0,1.4322,0
0,4,0,0,2.04,2,1,0,0,38.02,11.56,23,2637,26.65,7,2.41,1,1,1,1,0.9469,0
18,1,1,1,127.34,0,0,0,0,43.02,12.44,42,1639,26.9,4,1.81,1,0,0,0,1.1463,0
6,2,0,0,33.97,2,0,0,0,40.55,4.41,74,896,60.08,7,2.32,0,1,1,1,0.4166,0
2,5,0,0,44.21,1,1,0,0,27.03,2.19,49,1524,53.9,5,0.78,0,1,1,0,0.8597,0
5,5,1,1,8.69,3,0,0,1,16.0,12.37,44,1583,135.38,4,2.37,0,1,1,1,0.5248,0
9,5,1,1,136.77,8,0,0,0,8.94,7.44,61,1594,54.51,5,2.24,1,0,1,0,0.6835,0
11,2,0,0,33.21,2,1,0,0,11.22,16.5,68,3740,161.28,3,1.73,1,1,0,0,0.4528,0
3,3,0,0,6.54,5,1,0,0,14.35,8.65,74,4805,39.1,1,3.34,0,1,1,1,0.6949,0
9,4,1,1,396.33,9,0,0,0,2.95,2.75,61,2424,53.94,7,1.74,0,1,1,1,0.3825,0
1,1,0,0,10.37,9,0,0,0,2.51,12.92,71,3258,202.76,4,0.56,1,1,0,0,0.5157,0
22,5,1,0,8.27,5,1,0,0,36.99,7.64,44,2106,84.84,4,3.58,1,0,0,0,0.7877,0
15,4,1,1,113.23,1,0,0,0,27.33,9.57,45,474,27.53,7,1.97,1,0,0,0,1.3502,0
20,4,0,0,11.57,0,1,0,0,9.11,6.55,60,2864,146.04,1,2.11,1,0,0,1,0.8747,0
1,1,0,1,70.13,7,0,0,0,21.42,3.85,37,1020,146.5,5,0.62,1,1,1,1,0.8746,0
5,4,0,0,49.26,7,1,0,0,41.82,4.03,52,2162,13.95,7,2.17,1,1,0,1,1.1152,0
13,2,1,0,71.95,2,0,0,0,7.7,5.08,60,3135,19.46,4,0.72,1,0,1,0,1.186,0
6,5,1,0,11.62,4,0,0,0,41.16,5.45,27,4882,47.27,1,3.05,1,1,0,1,0.4579,0
3,5,0,0,46.66,7,0,0,0,28.33,0.27,33,3105,76.95,6,5.86,1,0,0,0,1.1479,0
15,5,0,1,21.72,4,0,0,0,16.18,7.68,40,3802,138.98,1,1.97,1,1,1,0,1.1814,0
13,6,0,0,23.66,7,0,0,0,10.63,5.09,23,2917,80.85,7,0.36,0,0,1,1,1.008,0
23,4,1,1,8.03,7,0,1,0,16.21,13.21,71,3931,172.38,1,2.65,1,0,1,0,1.8122,0
21,2,1,1,230.64,5,0,0,0,17.15,21.22,74,1339,56.71,3,1.69,1,1,1,1,1.3542,0
11,5,1,1,56.51,0,0,0,0,42.49,0.99,31,1829,82.97,7,3.38,1,1,0,0,1.615,0
15,3,0,1,81.13,3,0,0,0,28.83,5.93,58,4537,27.05,6,2.23,0,0,1,0,1.1458,0
3,4,1,0,18.86,9,1,0,0,16.71,0.81,67,4622,65.0,4,2.55,1,1,0,1,0.9493,0
18,3,1,0,32.92,1,0,0,0,2.95,6.28,68,951,42.79,6,0.42,1,1,1,0,0.8228,0
19,6,0,0,4.73,0,1,0,0,23.48,6.09,41,3217,30.64,3,2.13,1,1,0,1,1.7846,0
12,0,0,0,50.57,5,0,0,0,39.59,4.85,18,1755,92.99,2,2.6,1,0,0,0,1.1971,0
8,4,0,0,13.35,8,1,0,0,7.13,5.44,46,3868,215.69,7,3.3,1,0,1,0,0.7824,0
9,4,1,1,14.01,5,0,0,0,55.92,7.61,58,457,43.24,6,1.59,1,0,1,0,1.0374,0
16,1,0,0,12.82,7,0,0,0,24.09,2.8,74,4128,10.0,1,2.03,1,1,1,1,1.0542,0
23,4,1,1,3.52,6,1,0,0,17.12,8.58,23,131,46.43,5,1.29,1,0,0,0,1.2717,0
21,3,0,0,13.02,1,0,0,0,19.82,6.76,45,1893,36.33,5,1.39,1,1,0,1,1.2272,0
19,6,1,0,175.71,3,1,0,0,7.81,17.74,39,3144,89.64,5,2.56,0,1,1,1,1.0067,0
1,2,0,0,9.32,2,0,0,0,11.57,13.43,56,2658,68.13,2,2.81,1,0,0,1,1.3694,0
21,6,0,0,7.95,7,0,0,0,0.44,8.18,39,4059,117.03,5,2.4,1,1,1,0,1.102,0
21,1,0,0,3.84,8,0,0,0,16.57,0.7,65,4786,62.99,7,0.73,1,1,0,1,0.6647,0
2,6,0,0,55.92,5,1,0,0,25.91,17.7,65,3665,95.56,7,4.28,1,0,1,1,1.6723,0
21,6,0,1,19.06,3,0,0,0,36.67,8.76,54,4926,133.7,1,2.25,1,0,0,1,1.4238,0
8,1,0,0,76.79,7,0,0,0,15.16,7.05,20,1010,81.17,7,2.99,1,1,1,1,1.4246,0
0,1,1,1,15.65,8,0,0,0,2.49,3.31,29,4974,65.35,3,1.58,1,1,1,0,0.6866,0
15,1,0,0,31.21,0,1,0,0,15.2,0.16,71,3610,92.87,5,2.77,1,1,0,0,1.3303,0
19,2,0,0,33.06,7,1,0,0,4.82,7.97,65,2198,24.08,6,0.67,1,1,0,0,1.0524,0
8,2,1,1,20.9,8,0,0,0,7.1,20.75,19,2939,60.2,4,2.0,1,1,0,0,1.5827,0
4,2,0,0,35.04,4,0,0,0,39.18,16.39,71,4349,21.37,2,1.1,1,1,1,0,0.7408,0
21,3,1,1,80.86,7,0,0,0,1.14,4.53,55,69,114.37,5,0.33,1,1,1,1,1.2923,0
8,5,1,1,208.57,1,1,0,0,3.63,11.37,65,3345,46.49,2,0.22,1,0,1,1,1.6065,0
13,2,0,0,101.71,1,0,0,0,8.24,8.41,57,3791,10.0,1,3.08,1,1,1,1,1.1843,0
12,2,1,0,20.62,6,1,0,0,26.58,29.74,61,2539,20.98,6,1.51,1,1,0,0,1.8092,0
4,3,1,0,122.5,2,1,1,0,32.02,1.65,67,3348,62.97,4,1.51,1,1,1,0,0.5547,0
2,1,1,1,14.39,2,1,0,0,43.7,7.73,70,2036,92.47,0,2.03,1,1,0,1,1.6269,0
20,3,0,0,1.88,0,0,0,0,50.67,16.74,35,879,20.26,7,3.97,1,1,0,1,1.3525,0
6,0,1,1,56.51,3,1,0,0,25.11,7.26,45,4844,47.72,6,4.08,1,1,0,1,0.9228,0
4,6,1,0,4.49,8,0,0,0,3.66,29.17,73,140,28.83,0,1.99,1,1,0,1,0.6343,0
18,3,1,1,11.01,7,1,0,0,2.9,10.79,19,4118,111.28,5,2.76,1,1,1,1,1.2257,0
6,3,0,0,13.72,5,0,0,0,32.5,21.94,21,4236,143.39,4,0.68,0,1,1,0,0.5744,0
15,2,0,1,20.28,1,0,0,0,4.84,9.43,74,4578,68.81,6,2.84,1,0,0,0,1.7008,0
23,0,1,1,6.35,0,0,0,0,5.4,0.32,69,488,27.62,7,2.12,1,1,1,1,1.4671,0
9,4,0,0,82.44,1,0,0,0,19.68,9.57,34,3648,10.0,4,2.18,1,1,0,1,1.3503,0
20,6,1,1,4.83,4,0,1,0,2.38,7.56,33,2105,16.7,4,1.25,1,1,1,1,1.9817,0
3,0,1,0,48.82,7,0,0,0,2.35,3.22,62,4349,79.86,7,2.82,1,1,1,0,0.4905,0
14,2,0,0,10.68,4,0,0,0,29.08,4.4,21,4251,108.27,4,1.79,0,1,1,0,0.532,0
16,1,1,1,53.7,1,0,0,0,31.9,9.86,73,4161,81.42,7,2.31,1,1,0,0,0.7586,0
21,3,0,1,18.15,0,1,0,0,52.02,9.31,60,2175,65.85,3,2.14,1,1,0,1,1.0308,0
20,0,1,1,86.05,5,0,0,0,14.36,11.49,34,809,54.4,3,0.47,0,0,0,0,0.9421,0
15,4,0,0,5.32,1,0,0,0,0.76,6.7,53,2121,18.47,5,0.02,1,0,1,1,0.6207,0
11,3,0,0,102.27,6,1,0,0,14.67,10.42,64,1664,84.09,6,1.21,1,1,0,1,1.1374,0
2,6,1,1,7.92,4,0,0,0,26.04,17.59,68,1362,10.0,6,1.5,0,1,0,0,0.6648,0
23,1,0,0,81.89,7,0,0,0,63.65,17.08,59,2009,68.77,1,2.56,1,1,0,1,0.739,0
9,3,1,0,38.93,6,0,0,0,58.21,8.94,30,2342,115.44,4,2.19,1,1,1,0,0.5951,0
6,5,1,0,69.62,6,0,0,0,14.87,4.01,25,3871,25.67,5,4.21,1,1,1,1,1.3829,0
8,6,0,0,67.42,0,0,0,0,26.87,4.42,22,464,91.65,1,1.75,0,0,1,0,0.9343,0
1,0,0,0,18.12,8,0,0,0,16.81,14.79,33,1712,23.66,3,2.63,1,0,0,1,1.0186,0
8,5,0,0,38.66,4,1,0,0,3.07,4.61,49,2064,43.63,6,2.33,1,1,0,0,1.0459,0
4,4,1,1,19.13,1,0,0,0,31.74,1.67,47,2692,73.82,7,3.55,1,0,1,1,1.316,0
4,2,1,0,56.33,4,0,0,0,21.0,13.93,53,347,20.21,7,1.76,1,0,1,0,0.7915,0
17,0,1,0,12.08,5,0,0,1,21.13,5.79,59,2722,81.93,1,2.52,1,1,1,1,0.5612,0
16,2,1,0,1.71,1,1,0,0,54.46,0.34,57,2868,49.05,7,3.02,1,1,1,1,1.0557,0
16,1,0,0,841.64,5,1,0,0,114.85,498.64,64,118,40.24,7,4.83,1,0,1,1,5.7406,1
6,2,0,1,50.56,9,0,0,0,14.52,16.3,71,4756,461.44,6,1.29,1,1,0,1,0.9995,0
1,3,1,0,72.4,2,0,0,0,29.9,12.3,57,3094,28.43,1,3.29,1,1,0,0,0.2762,0
4,0,0,1,164.56,8,0,0,0,13.09,4.07,70,185,20.42,3,2.97,1,1,0,0,1.3479,0
8,0,1,0,58.81,9,0,0,0,12.6,22.05,49,4386,27.65,7,0.29,1,1,1,0,1.0972,0
21,2,1,0,249.38,8,1,0,1,183.6,208.66,51,435,77.43,8,10.32,0,0,0,3,5.7858,1
18,6,1,0,258.58,9,0,0,0,19.51,2.6,62,2491,50.48,1,0.67,0,1,1,0,1.2652,0
21,6,0,0,58.32,1,1,0,0,18.38,3.98,64,3794,52.78,6,2.69,1,0,1,1,0.8708,0
17,5,0,0,37.81,4,1,0,0,2.09,6.15,32,3488,84.92,0,1.27,1,0,1,0,0.7893,0
15,4,0,1,28.61,1,0,1,0,11.25,13.49,68,1980,14.81,0,1.74,1,0,0,1,1.2691,0
13,0,0,0,44.69,9,0,0,0,29.08,2.34,46,80,92.94,0,2.59,1,0,1,1,1.0513,0
18,5,1,0,56.65,3,0,0,0,28.57,4.17,37,4046,103.66,2,0.27,1,0,0,1,0.9413,0
13,0,1,0,11.96,4,1,0,0,8.59,3.06,49,277,41.28,0,1.13,1,1,1,1,1.0881,0
15,6,0,0,4.37,7,0,1,0,24.8,3.85,55,1630,64.59,1,0.96,1,0,0,0,0.446,0
18,5,0,0,17.58,2,0,0,0,35.67,18.01,19,4224,42.21,2,1.73,1,0,0,0,0.5451,0
7,0,1,0,7.88,4,0,0,0,14.17,10.24,51,3515,192.34,4,1.82,1,1,1,1,0.7763,0
12,2,1,0,94.23,4,1,0,0,50.12,2.07,50,1137,55.37,5,3.59,1,0,0,1,0.2786,0
1,0,0,1,210.17,4,0,1,0,47.45,2.24,53,1578,21.19,3,0.54,1,0,1,1,0.893,0
4,3,1,0,10.11,3,0,0,0,47.74,29.18,37,1861,26.3,6,2.28,1,1,0,1,0.6541,0
2,6,0,0,34.82,7,1,0,0,16.88,3.24,35,4480,47.04,2,3.09,1,0,1,0,0.8491,0
13,6,0,0,28.12,1,1,0,0,32.12,10.95,37,2561,12.42,1,1.78,1,1,1,1,0.992,0
22,2,0,0,88.01,3,0,0,0,28.9,1.88,41,4587,62.97,2,0.03,1,1,1,0,1.2885,0
17,5,0,0,5.86,4,0,0,0,19.02,5.5,34,2334,47.04,3,2.5,1,1,0,1,1.055,0
0,5,1,0,92.76,7,0,0,0,7.24,3.89,73,857,161.74,7,0.33,0,1,1,1,0.9464,0
12,1,0,0,58.12,1,0,0,0,7.24,2.32,59,387,16.56,3,1.98,1,1,0,0,1.6447,0
20,5,0,0,35.49,3,0,0,0,30.91,5.61,59,4960,28.34,4,3.22,1,1,0,1,0.8779,0
8,5,0,0,60.11,6,0,0,0,9.0,10.38,22,4007,49.4,7,2.31,1,0,0,0,1.3698,0
21,0,1,0,2.77,7,0,0,0,13.62,9.92,47,1465,67.56,6,3.74,1,1,0,0,0.8915,0
23,3,1,1,20.08,0,0,0,0,31.06,0.37,22,736,60.3,7,1.69,1,1,0,0,1.0899,0
5,3,0,0,10.06,9,1,0,0,1.71,0.53,27,794,98.9,5,2.96,1,0,1,1,0.5406,0
1,5,1,1,463.87,5,0,0,0,14.41,4.44,30,2728,64.73,4,2.98,1,1,1,1,0.6566,0
6,4,0,1,28.26,1,1,0,0,3.59,14.05,22,541,66.82,3,2.35,1,0,0,0,0.9238,0
14,2,1,0,14.3,1,0,0,1,32.31,8.45,36,1427,123.51,4,0.2,1,1,0,1,1.0971,0
1,2,1,0,23.21,5,1,0,0,36.81,7.96,63,2735,52.52,7,4.28,1,1,1,0,0.3287,0
19,2,1,1,1.91,3,0,0,0,17.37,12.84,34,3660,26.34,0,2.45,1,1,1,1,0.9236,0
15,5,0,0,63.23,6,0,0,0,43.01,28.51,19,2422,13.32,2,3.19,1,1,1,1,0.8936,0
3,4,1,0,95.76,5,0,0,0,5.16,2.6,25,226,77.98,1,0.82,1,1,1,0,0.778,0
1,4,1,0,17.66,1,0,0,0,11.97,11.0,50,167,28.04,3,3.68,1,1,1,1,0.6006,0
0,6,1,1,8.61,7,0,0,0,1.76,9.9,33,719,44.31,2,1.88,1,0,1,0,1.1919,0
14,0,1,1,17.76,3,0,0,0,11.51,2.21,62,2887,319.48,0,0.13,1,1,1,1,1.0476,0
7,1,0,0,5.19,6,1,0,0,17.07,7.65,46,2090,80.65,6,1.51,0,1,0,0,1.2398,0
0,5,1,0,50.11,6,1,0,0,39.53,13.2,24,2083,54.54,1,1.04,1,0,1,1,1.8918,0
17,6,0,0,6.42,2,1,0,0,49.13,9.04,63,84,37.6,7,1.6,0,1,1,0,1.0857,0
21,4,1,1,8.5,0,0,0,0,6.34,12.8,71,3920,72.87,1,1.71,1,0,0,1,1.3049,0
3,3,0,0,35.56,2,1,1,0,19.2,16.18,60,231,124.72,6,1.89,1,1,1,1,1.3347,0
21,5,0,0,27.44,6,1,0,0,57.12,9.46,71,3159,149.44,1,1.79,1,1,0,0,1.2936,0
3,5,0,0,31.7,5,1,1,0,14.81,1.35,48,2562,78.32,1,0.02,1,1,1,0,1.5085,0
15,3,1,0,59.26,6,1,0,0,11.74,4.89,71,4122,160.3,2,2.89,1,0,1,0,0.9512,0
14,5,0,1,1330.6,0,1,0,0,29.1,29.26,66,4784,42.89,4,0.24,0,1,0,0,1.1954,0
13,3,0,0,26.61,2,1,0,0,27.06,4.46,55,890,23.95,5,2.14,1,1,0,0,0.3547,0
5,3,1,0,14.25,8,0,0,0,15.5,18.15,20,256,30.36,4,1.63,1,0,1,0,0.58,0
6,1,1,0,14.3,2,1,0,0,25.02,17.59,36,2735,43.21,1,0.91,0,1,0,1,0.9519,0
6,4,1,1,45.5,8,0,0,0,14.49,8.86,39,60,44.5,6,2.98,1,1,1,1,1.5788,0
0,4,1,1,139.06,7,1,0,0,23.26,2.62,52,4835,19.78,2,0.92,1,1,1,0,1.0818,0
18,0,0,0,4.63,3,0,0,0,6.37,15.92,37,669,70.52,7,1.55,1,1,1,0,0.8811,0
5,2,1,0,11.48,6,0,0,0,21.0,4.75,64,4011,41.15,6,0.0,0,1,1,0,1.2461,0
1,1,1,1,12.03,8,0,0,0,10.73,3.3,33,541,101.6,1,2.76,1,1,0,0,1.5171,0
13,4,1,1,48.25,0,0,1,0,28.52,18.14,19,793,34.58,5,2.53,1,1,1,0,0.8589,0
0,6,1,0,4.58,8,1,0,0,13.8,8.4,34,4347,77.04,4,0.97,1,1,1,0,1.1417,0
9,3,0,0,134.73,9,1,0,0,23.62,4.55,25,3559,73.77,6,2.01,1,1,1,0,0.9452,0
21,0,0,0,21.41,9,0,0,0,24.81,2.93,29,3415,44.11,0,2.71,1,0,1,0,1.0182,0
9,3,0,0,58.9,4,1,0,0,14.73,5.27,30,1724,84.41,2,1.23,1,1,1,0,0.143,0
18,3,0,0,43.36,4,1,0,0,9.63,1.29,36,2612,16.19,3,2.16,1,1,0,1,1.1833,0
15,6,1,0,42.34,3,0,0,0,5.84,24.53,54,4313,186.99,0,1.04,1,1,0,0,0.9687,0
9,6,1,1,876.27,8,0,0,0,24.78,8.26,49,2303,11.42,7,2.68,1,1,1,0,1.8622,0
12,1,1,0,45.62,5,1,0,0,4.42,14.16,21,503,129.36,6,1.02,1,1,1,1,0.958,0
15,0,1,1,3.36,1,1,0,0,24.21,11.03,49,1210,82.71,1,1.11,1,1,1,0,1.2024,0
18,4,0,0,27.78,3,0,0,0,37.26,5.28,74,4629,106.55,6,3.43,1,1,0,1,1.8586,0
10,3,0,0,12.85,0,1,0,0,24.04,7.65,70,633,67.88,3,2.66,1,0,1,0,1.613,0
15,1,0,0,14.63,3,1,0,0,27.69,5.44,41,2663,67.27,3,2.55,1,1,1,1,0.4123,0
22,6,1,0,17.76,0,0,0,0,11.02,0.89,29,3138,49.62,6,1.26,1,1,1,1,1.1521,0
8,1,1,0,8.84,8,1,0,0,0.39,10.47,64,2484,85.41,6,1.3,1,0,1,1,1.0266,0
7,6,0,0,28.94,2,0,0,0,19.75,6.97,36,3175,63.35,6,1.91,1,0,1,1,0.9396,0
11,0,0,0,19.79,0,0,0,0,3.19,9.36,32,1446,19.04,4,2.03,1,1,1,1,0.7947,0
22,4,0,0,123.58,1,0,0,0,28.54,13.05,39,4467,17.89,1,1.22,1,0,0,0,0.3456,0
2,6,0,1,37.1,7,1,0,0,14.21,2.9,26,4272,71.76,3,1.37,1,1,0,1,0.6236,0
15,6,0,0,101.87,9,0,0,0,8.06,1.47,55,3789,12.98,6,0.43,1,1,1,0,0.9293,0
12,1,0,0,128.11,2,0,0,0,26.58,1.45,27,2297,137.86,5,2.31,1,1,1,1,0.8313,0
15,5,1,0,33.8,4,1,0,0,10.35,15.33,37,1981,62.37,1,1.85,1,1,1,0,0.8575,0
1,5,0,0,100.91,5,0,0,0,16.72,3.71,57,709,65.72,3,2.08,0,1,1,0,0.6094,0
9,6,0,0,38.85,8,0,0,0,45.61,5.86,68,3367,12.76,6,3.63,1,1,0,0,1.5902,0
6,0,0,1,22.79,9,1,0,0,6.89,6.88,30,4190,15.14,7,1.45,1,1,1,1,0.9672,0
20,1,0,0,17.98,7,1,0,0,44.71,4.39,60,1366,89.3,5,2.31,1,0,1,0,1.0719,0
9,3,0,1,21.7,8,0,0,0,9.13,29.87,33,2513,63.57,4,0.44,1,1,1,0,1.2587,0
8,4,0,1,33.28,6,0,0,0,6.09,5.69,42,2799,82.01,6,1.39,1,0,0,0,1.0065,0
6,1,1,0,48.26,1,1,0,0,15.56,4.68,60,1506,109.04,4,1.52,1,1,0,1,0.7546,0
7,2,1,0,9.07,7,0,0,0,22.88,18.35,45,2522,64.81,6,2.28,0,1,1,0,1.5213,0
13,2,0,1,6.66,8,0,0,0,18.24,12.3,40,1792,51.22,7,4.24,1,1,1,0,0.6025,0
3,2,1,0,74.25,8,0,0,0,8.68,23.92,34,2531,111.31,0,0.01,0,1,1,0,0.7398,0
2,3,1,0,202.11,6,1,0,1,157.11,152.57,71,385,85.54,14,11.7,0,1,0,1,3.1961,1
5,1,0,1,178.97,3,0,0,0,1.0,12.51,65,3096,36.12,5,1.38,1,1,1,0,1.3033,0
12,5,1,0,92.5,8,0,0,0,27.67,0.99,72,1882,18.29,5,1.81,1,1,1,0,1.2759,0
9,4,1,0,204.82,1,1,0,0,15.53,2.07,67,3863,64.91,4,1.97,1,1,1,1,1.1042,0
18,4,1,1,46.01,2,0,0,0,11.54,16.24,60,1444,12.99,5,1.13,1,0,1,0,0.9295,0
10,6,0,0,20.72,2,0,0,0,6.59,19.02,20,584,10.0,5,3.41,0,1,0,1,0.8188,0
16,3,1,0,22.31,3,1,0,0,20.18,8.33,19,2176,99.81,1,2.07,1,0,1,0,1.3406,0
20,1,0,1,804.79,6,1,0,1,94.37,353.73,72,72,23.77,3,5.4,1,0,0,2,2.3555,1
15,2,1,0,68.34,2,0,1,0,3.07,2.84,29,2453,80.8,0,2.62,1,1,0,0,1.8133,0
16,2,0,1,13.96,2,0,0,0,1.14,10.44,44,194,50.34,0,2.04,1,1,1,0,0.5253,0
3,0,0,0,252.15,2,1,0,0,60.92,20.18,18,4996,29.71,6,1.49,1,1,0,1,1.2746,0
18,4,0,0,22.68,5,1,0,0,40.29,4.89,51,3482,19.71,0,3.09,1,1,0,0,0.712,0
9,5,1,0,9.6,7,0,0,0,11.12,2.07,66,2342,143.6,4,2.96,1,1,0,1,1.4252,0
5,5,1,1,73.26,9,0,0,0,66.37,1.79,19,4463,30.26,7,1.85,1,0,1,1,0.621,0
16,4,1,1,28.51,7,0,0,0,11.87,0.14,66,681,41.71,2,2.55,0,0,0,1,1.3464,0
20,2,0,0,36.33,8,0,0,0,12.43,3.51,23,4662,299.14,0,2.31,1,1,1,1,0.8362,0
16,2,1,0,70.84,8,0,0,0,51.46,1.79,22,4865,23.15,7,3.27,1,1,1,1,1.2458,0
0,1,1,0,10.14,1,0,0,0,28.07,12.41,21,3034,138.51,6,2.14,1,0,0,0,1.3553,0
5,4,1,1,99.33,3,0,0,0,46.75,5.89,18,1082,49.82,3,1.79,1,0,1,0,1.0054,0
16,0,1,0,24.95,8,1,0,0,48.58,19.97,25,1857,69.94,5,0.46,1,1,0,1,0.9035,0
17,0,0,0,136.44,5,0,0,0,6.27,27.82,68,1708,52.32,6,2.4,1,0,1,0,1.1145,0
16,4,0,0,29.26,5,1,0,0,9.26,6.54,57,1407,43.16,2,1.54,1,1,1,1,1.1376,0
4,1,0,0,92.37,0,1,0,0,26.13,16.1,32,378,149.85,3,1.62,1,1,1,0,0.5235,0
22,6,0,0,12.08,0,0,0,0,19.57,10.65,72,3028,20.29,5,2.73,1,1,1,0,0.8588,0
9,0,0,0,1.0,2,1,0,0,30.71,13.77,48,852,66.37,4,1.98,1,1,1,0,0.6665,0
